udp_arrival_to_queue_ns,queue_duration_ns,worker_processing_ns
333,1000,26625
166,1750,59667
416,9334,25500
125,667,27833
83,2042,28083
41,1709,28042
83,3250,28334
42,625,68542
42,375,55833
42,625,27375
166,1084,31291
167,7541,29875
41,250,28667
84,541,27167
84,875,26791
42,1541,25542
125,1791,30209
750,1417,75042
42,4250,58750
84,2916,57542
208,1209,63875
41,12917,28500
166,10167,28333
166,709,28250
42,792,31209
42,458,33292
42,2625,82625
833,3708,25417
83,375,29708
1583,1084,30166
42,3000,26583
83,8292,27417
125,8458,31125
42,2708,31542
83,9750,30250
83,15625,28792
41,8167,88500
583,75375,29042
42,4167,156833
42,1417,183375
125,11792,38083
167,1292,104500
375,1959,29542
41,2334,49167
83,1917,31916
83,1958,31625
84,458,28666
41,1125,28708
42,1125,27417
167,292,28083
83,709,27791
42,3042,87334
417,2708,40042
125,21625,34041
42,2625,133459
375,875,27875
41,417,27500
84,3583,31208
41,3334,29750
792,1583,56792
42,3458,28792
125,958,83875
542,5416,26958
875,4041,28250
83,417,36500
292,2416,67708
208,2542,79833
83,4333,38875
83,1834,28750
83,667,31125
42,2958,29042
83,792,29291
84,458,34750
84,750,30125
167,291,32333
41,2292,30291
41,459,29250
84,208,28458
42,291,26500
83,250,31000
83,500,74208
250,1042,28250
41,917,29250
83,709,30541
84,291,30042
83,458,28792
41,542,61208
41,1875,34375
42,1083,30125
84,333,29208
167,541,31583
83,667,31708
83,375,28875
83,667,28166
125,417,28958
84,500,26791
125,292,27542
41,250,27833
83,208,28583
42,417,27416
84,333,26458
83,500,75292
84,500,41291
166,459,27084
84,291,30042
84,250,26041
42,458,26167
458,1167,27584
83,750,27334
41,792,27583
42,583,29458
84,666,29875
41,375,29792
42,500,70667
83,3084,33459
83,1042,31667
41,1042,29416
83,334,31500
83,292,26666
84,458,27333
83,1250,27417
167,792,26834
84,250,31209
84,791,25875
41,1459,26917
42,333,27250
83,417,26333
84,416,28334
42,417,26875
84,291,25875
42,291,28542
41,459,26542
83,417,65042
167,1292,27041
41,625,30125
41,2292,26708
41,1667,29375
84,1208,33458
84,375,55416
84,3291,28500
83,917,29125
83,459,27041
42,416,29750
83,792,28666
83,959,28584
42,583,26500
584,6666,29459
41,417,26583
84,333,32292
83,458,34417
41,1625,29208
84,291,29958
84,208,30167
83,209,81000
125,250,52417
42,17791,34625
41,10250,40208
125,834,30667
42,708,27375
208,3667,27166
42,458,27333
84,375,27917
42,458,60250
125,1416,44375
41,334,27916
42,333,29125
500,1083,30458
125,958,29000
167,958,27750
83,417,27500
83,2334,28708
84,1000,26583
42,750,27708
42,875,46208
41,3250,52917
83,1000,28166
83,875,32792
41,709,29791
83,750,41916
42,2833,28917
41,2042,26542
84,1291,26875
83,542,26584
83,334,28541
83,8875,26250
208,1000,39166
208,1709,29042
84,2958,45583
83,4333,31125
125,1125,31209
83,250,29959
83,209,26958
125,292,30083
42,791,27292
42,250,28083
42,292,27916
84,416,31542
41,750,28000
42,1083,26833
250,1334,27500
83,1000,33292
42,1250,72959
41,18417,77833
708,6542,50084
125,3083,30417
125,12708,31750
83,1042,36250
375,16583,116000
42,24291,88625
84,8333,224833
125,89125,52125
709,29166,94458
125,1542,45750
125,1375,29667
125,792,51334
167,1958,31375
167,1042,31166
167,875,33708
125,8750,28458
42,1667,28166
250,1417,25291
250,3084,42250
416,834,24750
83,1000,29042
125,917,26541
250,4041,31583
84,22458,79209
208,1417,37125
83,2000,57916
42,10333,94500
125,32333,30166
83,1167,29041
42,1250,30083
125,416,31084
83,750,30209
42,833,29375
83,750,29500
42,2292,28875
41,917,42958
42,666,27583
41,667,26542
83,2917,27417
42,791,31334
83,1084,31791
84,1250,27916
83,2792,28250
42,667,26458
42,958,26417
42,1375,27166
41,2792,43750
41,1084,136459
125,834,61458
167,1167,51042
83,6667,30958
542,1125,54333
208,3792,42125
84,3500,40708
42,5042,40458
84,1541,127417
292,86333,31541
84,74375,31667
42,50583,50333
41,65875,73667
41,21542,30833
666,917,23292
291,1292,26875
42,458,35250
42,625,42708
83,2125,29667
42,416,28125
42,542,30417
625,1333,29833
84,791,29542
125,3416,31000
83,3042,28458
41,209,26666
84,541,27000
125,1542,41042
292,500,27542
41,3125,26625
125,4084,27084
125,458,29709
41,750,29709
42,2167,28958
84,583,26750
42,2208,27583
42,291,27125
83,333,26417
83,2042,26542
83,417,101917
83,625,80458
125,833,27500
83,1834,27375
167,3792,27542
208,1125,31958
208,375,35958
41,1500,34417
41,3709,29000
125,833,30167
84,2000,25250
125,750,26041
83,1958,27750
42,458,27334
41,1000,45917
458,2667,28416
875,1167,26916
83,4083,31250
41,2584,28583
42,625,28458
84,2083,30333
125,917,28291
83,1542,26959
83,459,28875
83,2125,31042
83,1125,27208
42,1916,26709
125,459,30500
292,1791,28125
791,2459,27000
83,2125,39625
42,1041,61833
750,6083,28833
84,2416,27459
83,917,26208
125,1500,26333
41,4292,128708
42,458,52875
42,3875,32750
83,958,44042
166,1292,27250
125,416,26833
125,833,28583
83,875,44125
42,1541,42167
667,1500,31125
500,833,31042
125,541,34334
125,3500,27875
83,2542,27208
41,834,38583
83,1000,28875
83,375,30334
167,291,26042
125,666,29500
41,1709,47667
41,4125,30042
459,2125,31417
167,500,31167
542,1083,26042
83,625,30833
83,417,29584
83,417,29167
125,291,31417
83,458,29708
83,708,28250
42,541,67958
291,2625,28667
125,3792,29250
458,9667,36625
125,1250,38542
125,5292,38625
84,500,29250
83,3042,120417
125,1166,29917
125,5125,29625
125,8250,31916
41,2000,29875
42,3333,46541
458,1000,26042
459,750,27833
42,791,31708
250,833,31166
417,1542,29375
83,4000,29709
125,3792,32125
125,1000,30500
84,2291,26458
125,750,30542
84,333,29708
125,8417,27375
84,3500,27083
375,1000,26917
500,5750,29250
41,3875,28375
83,625,36000
292,2583,28500
750,11542,27667
41,1459,29292
41,8667,30875
500,1042,28625
125,8250,31416
125,3916,110000
83,4667,176250
209,89083,30750
125,72333,88834
334,1250,27792
41,1292,28333
83,3292,41916
83,6875,27958
42,2666,27542
42,500,28417
42,583,28667
84,583,31750
84,708,30500
42,708,27542
84,208,28083
83,500,93958
41,500,79667
291,2917,31500
42,4541,29459
42,1833,59375
333,5375,45916
42,708,35833
125,750,50042
42,15250,31875
84,6541,35000
84,833,83583
42,3000,143125
83,19208,35417
708,7875,65208
125,1875,36500
167,958,27709
42,2042,33375
41,1250,89667
417,2208,31000
42,708,29708
84,583,29958
41,1084,27959
42,1958,28541
42,708,28041
83,292,28958
41,1334,28750
42,667,27417
42,750,65208
1459,1000,28959
83,8334,33542
84,3583,69916
166,4292,98625
42,42958,36833
125,8875,33541
84,3625,36209
125,417,36292
417,2083,31583
125,7375,52250
167,1667,31084
83,16917,80625
375,83625,73208
834,6083,62333
167,10416,76833
125,3500,79875
41,4625,63959
84,26708,78458
167,29875,93541
167,5500,37125
208,625,35167
583,4750,39042
42,6042,36166
166,22084,35458
125,11375,104459
83,5833,124875
416,667,29083
41,3709,26958
41,1209,31250
250,1084,46625
42,2583,32500
84,3000,27708
41,4750,30375
83,6125,46125
167,1000,28334
84,1000,29375
83,2875,96125
125,709,26541
84,958,71416
458,191625,32500
333,65208,79541
458,1333,30042
583,1167,30042
83,3208,27542
458,12750,27208
84,4166,75875
42,15958,32667
208,12000,85500
208,30833,32625
125,18708,29458
41,24167,36458
83,11125,64000
125,1375,28416
42,1292,29000
83,1834,27167
125,3125,29042
125,1208,57292
125,9458,68417
125,2458,28750
125,2584,28875
83,750,30875
83,5167,30375
125,5834,31083
125,3542,30625
84,2750,26084
500,6709,39666
250,7292,36458
41,29667,26333
250,39875,50750
125,61917,29084
83,57125,27750
42,74375,27208
83,22583,34375
167,4333,39583
2666,3375,215500
125,65583,200750
500,84500,46584
83,3584,29250
667,3041,86625
166,8959,91834
750,13209,244708
167,4000,40542
167,5916,38708
375,37084,100042
84,46875,74500
167,3958,112750
84,31958,94125
333,11334,87417
125,4334,34708
83,11042,130834
208,3709,93166
458,4292,29916
41,1209,109417
708,35084,75709
167,52542,85542
500,32417,67833
42,27875,108291
125,1042,98041
292,4417,70292
166,45875,67792
333,8708,40042
125,3250,48541
42,667,179125
166,5709,119250
791,26709,80667
84,85166,34042
167,77125,76167
208,5042,40542
84,6291,41250
292,3417,29542
42,750,79458
84,9708,32458
84,1291,77167
334,1166,83042
166,792,223916
417,63917,125000
292,59042,29541
834,59458,71375
125,375,31917
83,2083,58792
125,13000,32834
125,3125,26333
42,77000,33333
125,155167,25875
42,232791,27792
250,120750,118208
167,532750,71916
209,501000,69500
458,320834,73125
41,103792,65042
583,30375,93750
42,140458,76833
250,2583,72500
458,19792,61792
625,8542,73459
375,13333,65667
125,5750,63750
250,1166,59625
84,1916,83958
125,10583,226375
250,11042,262167
792,129125,80208
541,36084,82750
500,23125,31292
125,22584,30209
42,1666,77083
83,34000,75250
84,36500,154708
167,52125,161709
125,78167,141167
41,135167,120291
167,173791,72000
459,146583,67375
292,127750,73000
375,119875,66625
375,20583,111250
833,34125,101958
83,3292,74916
42,4416,38542
292,1292,80541
83,8709,31791
375,791,30334
167,2000,34875
83,7167,31708
333,1000,110917
84,2125,43500
83,28417,31291
542,1208,79750
375,1000,100875
708,32833,42792
125,109458,44500
375,179667,97333
41,155709,79375
166,128000,268209
667,3541,62917
209,12166,302167
167,22791,66667
667,7292,90750
250,7333,60625
42,17542,91083
792,13208,71833
458,2334,78084
500,6875,74917
84,916,63917
375,5500,38375
167,18917,112792
292,1583,58542
208,3250,86042
541,1417,124791
125,40834,73959
375,2333,31000
125,5000,128792
375,2500,55708
459,1541,63333
292,5708,185333
625,3291,95917
4416,6459,83834
41,3792,59000
0,3042,56959
84,21583,100458
41,32500,44458
42,9083,44916
83,792,119333
833,9084,46125
84,3125,32834
41,8667,33041
209,6583,32041
125,3125,95875
42,8083,51875
208,10584,32459
166,14417,52500
83,28750,81334
209,9625,35417
84,42000,62959
41,33292,131958
500,61750,135292
125,53083,117708
417,66666,29917
291,30292,28417
167,54041,204584
83,1500,27250
291,72917,76958
84,8791,96959
167,24958,64667
625,14667,75875
167,82833,75042
167,191833,118750
125,257583,25833
166,209167,62291
375,78291,144833
291,116042,73000
41,47000,75417
375,31666,62250
84,7125,94875
333,3084,60834
83,2625,28500
42,3125,61666
291,34084,33333
125,7250,38792
83,2917,28000
83,16500,30709
500,2584,70417
84,2791,57542
84,1666,78042
84,1375,165334
125,6334,32042
83,2417,103792
83,2833,141667
375,51625,28792
41,6875,60917
0,18792,74459
42,19958,129125
83,106125,38708
166,95375,29959
708,118417,29208
125,137083,30208
83,146583,46917
541,124542,46666
125,111709,38792
375,15167,39625
750,2334,35958
42125,42208,31500
1209,11208,46625
83,28209,53334
250,22750,97959
42,57750,76250
42,11291,46500
41,26500,198000
83,14250,163042
750,78000,50917
83,9667,155291
125,4167,37833
42,2458,86125
83,792,29125
583,28417,31042
1125,5125,48167
125,4541,40250
125,3291,53000
459,3416,89083
125,6875,86458
83,55667,31750
417,26333,91084
42,2750,70042
41,19750,91750
42,416,50000
834,4333,27042
208,1750,39167
500,958,29333
41,3709,30042
84,3041,28208
84,1125,27083
250,708,27167
42,1625,29458
84,416,27167
83,584,28166
83,500,77667
41,292,50833
42,17917,32209
125,1917,29875
125,4667,29917
459,5125,28791
125,7375,77083
167,3166,36042
42,13167,126042
458,8250,128750
42,11667,123709
125,47416,33750
166,19459,36125
83,35833,98792
42,27167,95625
375,16958,56208
41,8417,32583
500,3500,149833
167,11167,43750
125,5750,72916
333,4000,42292
41,13250,46875
167,31458,54417
125,6500,68042
792,15292,179500
125,8833,226292
583,23625,45083
792,1750,70417
84,2791,27542
167,2792,47917
83,7334,89834
292,1833,29625
41,1334,32125
792,1833,40833
42,1916,55750
84,36291,66875
84,3333,39250
42,3542,97250
83,1292,38334
0,1083,58583
125,5583,98875
292,833,70583
333,1292,89500
125,19208,82250
625,4917,38708
83,500,32000
41,459,30208
125,9084,36125
83,1834,30834
42,6291,49125
42,1375,118250
125,11833,67208
42,15542,31459
125,5292,29666
125,2708,29208
84,1375,31416
166,2542,33292
209,2208,28000
42,4000,29291
875,1750,36500
83,583,36375
83,3334,36292
417,792,28625
83,875,35417
417,1291,74500
125,5167,46000
500,750,28875
84,1125,30166
125,1000,35833
209,1708,51333
1125,3666,34209
125,1417,31916
41,3292,45458
541,1250,125542
42,2917,183958
125,46000,77917
125,16709,29666
250,7042,125208
84,666,41250
125,1875,79375
42,1333,38917
167,1625,120916
542,1042,27084
208,1958,30208
83,2292,31208
41,12084,44458
167,2250,38208
42,3625,100458
84,14500,30875
42,2750,68958
83,35792,69916
167,3125,32167
42,1000,59917
1125,3583,34750
416,3875,35500
125,3125,62833
459,1375,31167
458,4125,30917
42,3167,28875
125,667,62750
84,40875,29875
42,3625,31000
83,3167,32334
83,6542,39583
83,3375,79459
83,3042,57458
125,5084,31166
83,8333,26875
42,7458,55167
750,1333,29625
375,2000,28250
250,584,29542
83,542,46041
41,209,33334
84,291,28292
83,750,34375
125,2167,27416
42,3500,84333
125,9709,35083
167,1667,43792
167,3708,36667
41,667,31083
166,4875,90959
334,1791,29250
375,1667,70291
84,4166,36125
166,4917,29583
42,2500,31666
292,3833,38250
125,13792,115500
292,1750,42375
208,1500,26750
500,1209,26625
83,2625,26958
83,917,27709
416,1542,50041
42,2667,28666
41,2667,27500
42,250,32334
42,958,41917
125,667,74292
41,7542,61875
125,584,35125
42,3000,37459
84,2833,40292
83,2708,32750
84,2458,34167
541,959,31417
209,791,26959
42,2125,30666
83,542,34666
166,875,31959
167,1708,38250
166,3459,64875
83,15625,28833
84,4791,143125
292,1292,31709
625,1708,80375
41,792,119250
208,7083,32875
42,750,30333
292,4833,28875
1042,1750,26666
834,6750,29125
41,1000,33084
250,1875,80625
125,625,95083
125,1083,140833
83,5292,125541
42,61125,33667
709,10333,41417
125,36500,101917
208,11542,35375
375,8167,65583
375,3500,32209
125,1334,30084
42,3333,29667
125,708,31125
83,3250,30750
42,583,35666
42,1583,123625
84,3750,74625
84,16333,65416
166,28792,39708
375,23666,76667
250,1917,27042
542,1208,52417
125,583,27542
41,4959,27292
708,1500,29083
84,4458,53833
83,3292,62583
41,8250,52417
83,2750,43750
41,584,30208
292,1208,30291
83,625,31833
83,542,29166
41,542,57917
83,1459,29250
1125,4291,33084
41,2209,27792
83,875,26667
41,3084,52750
42,33958,34416
41,3459,31125
42,17917,29625
41,6917,51416
42,38916,27625
84,4333,124000
209,2250,27541
83,27250,29792
83,4792,27625
250,1250,46167
209,3208,37458
42,2250,102083
83,6583,28375
83,1875,77208
125,1041,32458
208,6584,67792
83,2834,38792
84,1708,101083
83,3000,30875
41,3000,129250
84,19041,140084
83,1667,255125
1916,25375,33709
42,1375,29167
42,4666,44458
125,5791,38292
83,8375,26375
83,10917,32875
42,2750,35583
83,3333,29125
42,917,26959
42,958,27500
83,667,31042
42,500,29375
83,333,27833
417,3041,29042
125,2417,29041
41,4959,36250
458,10875,115916
125,3708,97708
250,27833,39459
84,8666,49666
125,22916,33375
42,21708,85875
208,875,82250
83,3167,75625
542,25333,35208
333,792,60833
334,5041,29459
42,4083,27792
42,3583,31750
41,2875,35250
125,3083,33167
125,1000,36500
84,6083,41792
125,875,88708
333,1459,47584
42,2625,30417
209,958,26958
125,875,29291
83,2958,29792
250,2542,45791
875,1875,27292
125,916,31709
83,625,29834
83,3375,29792
83,3000,28292
41,7375,47667
83,9000,32916
1209,1125,27000
83,1458,26834
41,1375,26750
42,833,40000
41,2459,28375
416,2542,29125
41,2334,31000
167,3125,29209
42,12375,60625
41,1792,152916
417,39458,29916
42,7416,184042
500,26875,37959
125,40000,32042
125,30334,39750
166,5875,31959
125,875,46334
41,2792,28291
334,1125,29125
83,1167,29167
83,292,28042
42,916,27000
42,292,44583
83,2292,27792
41,1959,27666
0,1000,29459
41,2584,27250
83,6000,27916
83,4625,35042
167,1166,87125
41,3459,31250
416,16750,39458
42,35166,35417
84,18458,144375
792,24500,135916
458,72292,74000
83,60542,65000
166,38459,122500
375,708,29167
250,5459,44500
167,750,26333
125,1708,36625
375,5958,65917
125,22583,25041
584,2666,35125
125,21375,34541
292,18833,84333
125,21459,185667
375,5166,31583
83,2834,168917
500,12500,91542
208,7458,85500
125,1125,32167
83,3208,32625
83,3750,31459
375,2542,69500
41,2625,27833
417,1291,28500
84,1291,28833
84,3458,28708
209,791,70833
209,1583,29291
42,3792,51625
41,792,33000
84,1000,104000
83,12792,27833
83,709,33750
125,542,26125
42,333,83459
42,2416,66000
42,3625,28500
42,2083,28041
83,2917,29042
42,1208,27250
83,959,28750
83,2167,62125
125,2375,76166
83,21625,26417
42,22833,27625
42,30417,25875
42,1917,71875
84,103791,36792
125,1917,46292
1209,36791,48250
125,2875,29291
83,10875,37417
125,7625,35792
42,3625,49584
1250,9875,33500
125,667,30292
83,334,33459
42,5958,31041
583,14250,29209
208,17959,31375
167,7000,86583
875,11209,60750
709,2500,31333
83,1708,39125
83,458,29042
42,500,60541
42,2041,35209
41,1042,28875
42,1042,27875
84,333,28958
42,2416,28375
83,333,27292
83,250,27167
83,333,26917
125,375,36958
459,11833,30833
291,2750,79500
125,2500,51333
41,2042,112833
41,3000,154125
42,4542,34000
250,7083,43000
209,8958,76500
42,2750,159667
42,15458,60625
166,1000,34500
83,2875,58458
83,3375,86917
208,2375,29250
41,834,27875
0,375,60125
208,1167,28208
83,19625,28417
83,500,27917
42,1000,29167
333,1042,30958
83,500,30167
83,292,27791
83,542,27250
667,958,29375
41,2625,28333
375,750,28792
125,375,31917
41,3584,34458
83,1083,30042
125,250,28542
83,500,31792
42,500,28625
83,292,27917
42,500,42583
41,9417,31417
625,1250,27166
167,2292,26459
84,416,29167
833,10084,29750
42,1708,45834
42,1500,25500
83,3375,29250
83,3292,28375
42,791,32917
42,3916,47458
42,1125,143959
125,25333,58416
84,64666,34542
166,51625,52875
125,38750,32042
125,6125,31834
667,2708,30500
416,1000,33250
83,542,37000
42,3208,28584
125,667,29625
42,792,28916
41,250,27708
41,3167,26791
42,750,27250
84,333,28083
42,375,26791
41,209,27250
84,458,26833
334,4000,28000
125,1292,28834
42,16541,28375
42,3458,29875
42,750,28042
42,542,27875
84,250,28541
41,834,28000
83,250,27875
84,708,29167
83,250,27417
41,250,29208
42,375,26459
41,625,67333
42,583,31416
83,1833,27958
83,2084,28125
84,958,29042
42,250,27333
83,375,29625
83,250,28292
125,417,30666
84,208,27250
42,833,25792
83,500,27500
83,500,28250
84,208,42125
333,11000,27208
1458,2334,58542
2875,834,60417
250,20916,35750
84,1625,29459
41,2959,42666
209,5666,29667
83,1875,33542
125,8875,39542
167,3417,101833
42,1792,110667
583,21375,31875
125,7000,22750
375,1166,29375
292,1666,29083
125,1125,29375
83,500,39500
83,875,30833
1042,1375,29208
125,334,28083
41,792,28833
83,583,26959
84,4416,30667
83,834,32375
42,3416,40500
125,2750,55167
125,375,27084
83,292,28292
83,334,27917
83,1084,28750
42,250,28375
167,250,29625
83,209,28416
83,292,27417
83,292,27458
83,375,28125
83,709,26958
42,250,27625
167,292,49666
167,3542,27583
42,3083,27333
41,4834,31750
42,3042,30875
42,1583,31333
42,916,28834
1084,2541,26834
42,2333,28500
84,1375,27791
83,1667,28000
41,1250,61833
125,666,28625
250,875,44417
625,3541,31125
83,2625,56750
41,3167,31666
42,5000,29750
42,4042,77416
41,10292,33041
42,8542,27667
41,9667,111041
208,1542,25833
84,3000,28291
375,8541,26125
84,3166,27584
167,4416,29334
416,11625,29750
84,1250,27875
42,8416,32000
84,1333,26750
42,5916,35417
42,2750,58500
125,625,93292
83,4584,26959
125,1167,29292
125,8417,32250
42,7333,26708
334,3208,27916
125,875,28042
125,2375,28375
84,458,29458
41,1959,49584
708,1833,28167
83,9250,62958
84,9041,49167
83,7125,31667
42,6208,27416
42,3875,28375
125,33750,31833
41,3792,30000
167,13458,29875
84,2916,28625
542,4541,29250
334,2791,34625
42,10333,28000
42,35458,27958
41,1292,78417
42,2792,34375
83,584,33834
42,417,25334
42,2458,32917
84,3333,31791
83,2625,60000
83,458,28208
125,542,27708
125,1958,29500
83,1167,28041
41,459,29125
708,1208,29834
125,417,30166
83,417,29708
41,1209,28667
125,625,29333
83,209,96125
125,750,75958
42,39042,31625
